"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","14211","Vérification des modules de l'application par l'utilisateur ADMINISTRATEUR NID","default","2026-03-18","passed","2026-03-18","","verification_des_modules_applicatifs.ts","",""
