"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1094","Vérification des modules de l'application par l'utilisateur ADMINISTRATEUR NID","default","2026-03-18","failed","2026-03-18","","verification_des_modules_applicatifs.ts","",""
